student_id,test_id,question_id,topic,subskill,difficulty,correct_answer,answer_given,is_correct,error_type,time_seconds,confidence
student_0001,test_03,test_03_q_21,Derivate,regole_base,2,3.61,0.78,0,concetto,32.7,2
student_0001,test_03,test_03_q_22,Derivate,regole_base,5,17.9,17.9,1,none,41.9,3
student_0001,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,11.43,1,none,30.37,3
student_0001,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,22.9,3
student_0001,test_03,test_03_q_25,Funzioni,grafico,3,12.14,12.14,1,none,30.21,4
student_0002,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,-13.75,0,segno,40.51,2
student_0002,test_01,test_01_q_02,Derivate,regole_base,4,0.24,2.85,0,algebra,47.08,2
student_0002,test_01,test_01_q_03,Derivate,catena,4,8.42,8.42,1,none,49.81,2
student_0002,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,39.4,2
student_0002,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,47.01,2
student_0002,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,12.34,1,none,54.89,3
student_0002,test_01,test_01_q_07,Derivate,regole_base,1,5.21,6.39,0,formula,38.07,2
student_0002,test_01,test_01_q_08,Derivate,catena,5,9.75,-9.75,0,segno,74.89,2
student_0002,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,20.24,0,algebra,49.7,2
student_0002,test_01,test_01_q_10,Funzioni,grafico,5,7.86,7.47,0,distrazione,51.37,3
student_0002,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,11.83,1,none,63.38,2
student_0002,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,40.86,2
student_0002,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,7.44,1,none,35.33,3
student_0002,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,13.08,1,none,41.89,3
student_0002,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,4.49,0,formula,36.5,2
student_0002,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,37.55,3
student_0002,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,51.9,3
student_0002,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,6.67,1,none,34.4,3
student_0002,test_01,test_01_q_19,Derivate,catena,5,11.09,12.4,0,formula,65.8,2
student_0002,test_01,test_01_q_20,Funzioni,dominio,4,11.12,11.12,1,none,41.19,4
student_0002,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,12.6,0,formula,79.94,2
student_0002,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,0.89,0,algebra,51.9,2
student_0002,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.81,1,none,33.0,4
student_0002,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,32.77,2
student_0002,test_01,test_01_q_25,Derivate,catena,4,1.59,-1.59,0,segno,63.46,2
student_0002,test_02,test_02_q_01,Derivate,regole_base,4,10.81,9.95,0,distrazione,61.77,2
student_0002,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,47.07,2
student_0002,test_02,test_02_q_03,Derivate,prodotto,1,7.69,7.69,1,none,36.9,2
student_0002,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,11.8,0,concetto,49.25,2
student_0002,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,33.75,2
student_0002,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,27.97,0,concetto,62.64,2
student_0002,test_02,test_02_q_07,Funzioni,dominio,3,10.79,10.79,1,none,42.96,4
student_0002,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,13.66,0,formula,47.09,2
student_0002,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,42.34,2
student_0002,test_02,test_02_q_10,Algebra,frazioni,4,12.43,12.43,1,none,46.85,3
student_0002,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,4.24,0,concetto,33.34,2
student_0002,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,-13.33,0,segno,59.01,2
student_0002,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,7.88,1,none,58.41,2
student_0002,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,2.69,0,formula,56.51,2
student_0002,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,26.31,4
student_0002,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,26.71,4
student_0002,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,8.79,0,formula,46.57,2
student_0002,test_02,test_02_q_18,Funzioni,composizione,4,8.97,8.97,1,none,30.41,4
student_0002,test_02,test_02_q_19,Derivate,regole_base,1,8.3,9.29,0,formula,37.55,2
student_0002,test_02,test_02_q_20,Algebra,segni,4,12.17,9.14,0,distrazione,58.01,2
student_0002,test_02,test_02_q_21,Funzioni,composizione,3,7.03,7.03,1,none,42.32,4
student_0002,test_02,test_02_q_22,Derivate,catena,1,7.35,7.35,1,none,41.95,2
student_0002,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,8.27,0,concetto,47.06,2
student_0002,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.88,1,none,25.69,3
student_0002,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,5.77,0,concetto,52.52,2
student_0002,test_03,test_03_q_01,Algebra,segni,1,11.78,12.25,0,algebra,42.85,2
student_0002,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,28.62,4
student_0002,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,6.81,0,formula,35.18,2
student_0002,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,13.18,1,none,44.19,3
student_0002,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,31.41,4
student_0002,test_03,test_03_q_06,Fisica_Energia,energia_cinetica,4,14.19,21.68,0,concetto,51.45,2
student_0002,test_03,test_03_q_07,Funzioni,grafico,4,12.07,16.54,0,formula,41.56,3
student_0002,test_03,test_03_q_08,Derivate,regole_base,3,-0.66,0.66,0,segno,67.93,2
student_0002,test_03,test_03_q_09,Fisica_Energia,lavoro,5,7.92,9.33,0,concetto,72.05,2
student_0002,test_03,test_03_q_10,Funzioni,composizione,3,9.3,-9.3,0,segno,53.81,3
student_0002,test_03,test_03_q_11,Funzioni,composizione,1,9.21,9.21,1,none,26.5,4
student_0002,test_03,test_03_q_12,Fisica_Energia,lavoro,3,1.63,1.63,1,none,37.53,3
student_0002,test_03,test_03_q_13,Fisica_Dinamica,forze,1,11.4,11.4,1,none,36.28,2
student_0002,test_03,test_03_q_14,Funzioni,composizione,4,10.65,5.1,0,algebra,39.29,3
student_0002,test_03,test_03_q_15,Funzioni,dominio,4,4.08,4.08,1,none,38.89,4
student_0002,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,6.37,1,none,40.73,3
student_0002,test_03,test_03_q_17,Derivate,prodotto,2,14.19,9.13,0,distrazione,50.07,2
student_0002,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,14.66,1,none,43.97,3
student_0002,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,4.96,0,concetto,49.14,2
student_0002,test_03,test_03_q_20,Derivate,catena,5,12.23,10.39,0,distrazione,75.93,2
student_0002,test_03,test_03_q_21,Derivate,regole_base,2,3.61,4.42,0,distrazione,40.81,2
student_0002,test_03,test_03_q_22,Derivate,regole_base,5,17.9,17.9,1,none,60.05,2
student_0002,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,5.19,0,concetto,22.79,2
student_0002,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,62.49,3
student_0002,test_03,test_03_q_25,Funzioni,grafico,3,12.14,12.14,1,none,23.74,4
student_0003,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,13.75,1,none,71.53,3
student_0003,test_01,test_01_q_02,Derivate,regole_base,4,0.24,0.24,1,none,48.14,4
student_0003,test_01,test_01_q_03,Derivate,catena,4,8.42,6.77,0,algebra,41.55,3
student_0003,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,30.53,4
student_0003,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,36.86,4
student_0003,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,16.38,0,formula,77.71,1
student_0003,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,43.79,4
student_0003,test_01,test_01_q_08,Derivate,catena,5,9.75,6.12,0,algebra,63.75,3
student_0003,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,-16.11,0,segno,70.19,2
student_0003,test_01,test_01_q_10,Funzioni,grafico,5,7.86,12.76,0,concetto,65.11,3
student_0003,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,9.22,0,concetto,39.82,3
student_0003,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,49.5,4
student_0003,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,9.32,0,concetto,56.3,1
student_0003,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,13.08,1,none,40.26,2
student_0003,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,5.8,1,none,43.29,4
student_0003,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,44.9,3
student_0003,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,4.14,1,none,48.79,2
student_0003,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,6.67,1,none,56.31,2
student_0003,test_01,test_01_q_19,Derivate,catena,5,11.09,11.09,1,none,60.5,4
student_0003,test_01,test_01_q_20,Funzioni,dominio,4,11.12,11.12,1,none,46.52,4
student_0003,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,10.48,0,formula,87.07,1
student_0003,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,2.71,1,none,72.44,3
student_0003,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.18,0,distrazione,38.82,3
student_0003,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,42.99,4
student_0003,test_01,test_01_q_25,Derivate,catena,4,1.59,1.01,0,concetto,64.11,3
student_0003,test_02,test_02_q_01,Derivate,regole_base,4,10.81,10.81,1,none,43.12,4
student_0003,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,49.2,4
student_0003,test_02,test_02_q_03,Derivate,prodotto,1,7.69,7.69,1,none,43.65,4
student_0003,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,3.62,1,none,49.31,2
student_0003,test_02,test_02_q_05,Derivate,regole_base,2,5.4,5.4,1,none,43.84,4
student_0003,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,13.45,1,none,80.39,2
student_0003,test_02,test_02_q_07,Funzioni,dominio,3,10.79,13.12,0,distrazione,55.01,3
student_0003,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,12.28,1,none,48.17,2
student_0003,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,47.01,4
student_0003,test_02,test_02_q_10,Algebra,frazioni,4,12.43,11.63,0,algebra,74.28,2
student_0003,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,10.06,1,none,41.88,4
student_0003,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,13.4,0,concetto,63.75,1
student_0003,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,7.88,1,none,60.04,4
student_0003,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,3.45,0,formula,62.29,3
student_0003,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,40.53,4
student_0003,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,53.63,4
student_0003,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,9.24,0,distrazione,47.08,3
student_0003,test_02,test_02_q_18,Funzioni,composizione,4,8.97,8.97,1,none,49.88,4
student_0003,test_02,test_02_q_19,Derivate,regole_base,1,8.3,8.3,1,none,50.96,4
student_0003,test_02,test_02_q_20,Algebra,segni,4,12.17,-12.17,0,segno,68.87,2
student_0003,test_02,test_02_q_21,Funzioni,composizione,3,7.03,7.03,1,none,48.65,4
student_0003,test_02,test_02_q_22,Derivate,catena,1,7.35,7.35,1,none,28.76,4
student_0003,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,10.11,1,none,50.03,4
student_0003,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.64,0,distrazione,59.88,2
student_0003,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,11.1,1,none,49.64,4
student_0003,test_03,test_03_q_01,Algebra,segni,1,11.78,12.12,0,formula,36.84,2
student_0003,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,31.02,4
student_0003,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,8.05,1,none,47.74,4
student_0003,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,12.44,0,concetto,66.24,1
student_0003,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,45.2,4
student_0003,test_03,test_03_q_06,Fisica_Energia,energia_cinetica,4,14.19,7.69,0,concetto,76.78,1
student_0003,test_03,test_03_q_07,Funzioni,grafico,4,12.07,12.72,0,formula,53.27,3
student_0003,test_03,test_03_q_08,Derivate,regole_base,3,-0.66,-0.67,0,formula,47.61,3
student_0003,test_03,test_03_q_09,Fisica_Energia,lavoro,5,7.92,4.9,0,concetto,76.87,1
student_0003,test_03,test_03_q_10,Funzioni,composizione,3,9.3,8.79,0,algebra,39.44,3
student_0003,test_03,test_03_q_11,Funzioni,composizione,1,9.21,9.21,1,none,48.49,4
student_0003,test_03,test_03_q_12,Fisica_Energia,lavoro,3,1.63,-5.34,0,concetto,49.21,1
student_0003,test_03,test_03_q_13,Fisica_Dinamica,forze,1,11.4,11.4,1,none,37.98,4
student_0003,test_03,test_03_q_14,Funzioni,composizione,4,10.65,10.65,1,none,53.39,4
student_0003,test_03,test_03_q_15,Funzioni,dominio,4,4.08,5.0,0,formula,66.82,3
student_0003,test_03,test_03_q_16,Fisica_Energia,lavoro,1,6.37,6.37,1,none,47.36,2
student_0003,test_03,test_03_q_17,Derivate,prodotto,2,14.19,14.19,1,none,36.21,4
student_0003,test_03,test_03_q_18,Fisica_Energia,conservazione,2,14.66,14.66,1,none,69.69,2
student_0003,test_03,test_03_q_19,Fisica_Dinamica,newton,4,9.8,15.52,0,distrazione,55.73,3
student_0003,test_03,test_03_q_20,Derivate,catena,5,12.23,13.02,0,concetto,63.87,3
student_0003,test_03,test_03_q_21,Derivate,regole_base,2,3.61,3.61,1,none,50.18,4
student_0003,test_03,test_03_q_22,Derivate,regole_base,5,17.9,24.13,0,formula,57.03,3
student_0003,test_03,test_03_q_23,Fisica_Energia,conservazione,2,11.43,11.43,1,none,58.52,2
student_0003,test_03,test_03_q_24,Fisica_Energia,energia_cinetica,2,11.1,11.1,1,none,58.38,2
student_0003,test_03,test_03_q_25,Funzioni,grafico,3,12.14,12.14,1,none,51.95,4
student_0004,test_01,test_01_q_01,Algebra,equazioni_lineari,4,13.75,6.72,0,concetto,50.65,2
student_0004,test_01,test_01_q_02,Derivate,regole_base,4,0.24,0.24,1,none,68.78,3
student_0004,test_01,test_01_q_03,Derivate,catena,4,8.42,3.31,0,distrazione,52.16,2
student_0004,test_01,test_01_q_04,Fisica_Dinamica,attrito,1,5.73,5.73,1,none,25.87,4
student_0004,test_01,test_01_q_05,Derivate,prodotto,1,10.33,10.33,1,none,37.55,3
student_0004,test_01,test_01_q_06,Fisica_Energia,energia_cinetica,5,12.34,7.17,0,concetto,63.83,2
student_0004,test_01,test_01_q_07,Derivate,regole_base,1,5.21,5.21,1,none,43.17,3
student_0004,test_01,test_01_q_08,Derivate,catena,5,9.75,19.28,0,concetto,60.1,2
student_0004,test_01,test_01_q_09,Algebra,equazioni_lineari,4,16.11,16.11,1,none,57.59,2
student_0004,test_01,test_01_q_10,Funzioni,grafico,5,7.86,7.86,1,none,56.94,3
student_0004,test_01,test_01_q_11,Fisica_Dinamica,newton,2,11.83,11.83,1,none,27.68,4
student_0004,test_01,test_01_q_12,Derivate,prodotto,1,12.15,12.15,1,none,44.49,3
student_0004,test_01,test_01_q_13,Fisica_Energia,conservazione,2,7.44,7.44,1,none,50.59,3
student_0004,test_01,test_01_q_14,Fisica_Energia,conservazione,2,13.08,7.3,0,concetto,46.92,2
student_0004,test_01,test_01_q_15,Fisica_Dinamica,newton,3,5.8,5.8,1,none,23.2,4
student_0004,test_01,test_01_q_16,Algebra,segni,2,13.25,13.25,1,none,39.82,2
student_0004,test_01,test_01_q_17,Fisica_Energia,energia_cinetica,1,4.14,3.14,0,concetto,51.98,2
student_0004,test_01,test_01_q_18,Fisica_Energia,lavoro,2,6.67,6.67,1,none,46.0,3
student_0004,test_01,test_01_q_19,Derivate,catena,5,11.09,-11.09,0,segno,65.13,2
student_0004,test_01,test_01_q_20,Funzioni,dominio,4,11.12,12.41,0,algebra,53.44,3
student_0004,test_01,test_01_q_21,Fisica_Energia,lavoro,5,11.45,13.27,0,algebra,66.92,2
student_0004,test_01,test_01_q_22,Algebra,equazioni_lineari,4,2.71,-2.71,0,segno,63.32,2
student_0004,test_01,test_01_q_23,Funzioni,composizione,3,6.81,6.81,1,none,47.85,3
student_0004,test_01,test_01_q_24,Derivate,regole_base,1,17.47,17.47,1,none,42.73,3
student_0004,test_01,test_01_q_25,Derivate,catena,4,1.59,-20.3,0,concetto,45.03,2
student_0004,test_02,test_02_q_01,Derivate,regole_base,4,10.81,10.81,1,none,62.64,3
student_0004,test_02,test_02_q_02,Derivate,prodotto,1,13.97,13.97,1,none,34.35,3
student_0004,test_02,test_02_q_03,Derivate,prodotto,1,7.69,7.69,1,none,36.18,3
student_0004,test_02,test_02_q_04,Fisica_Energia,lavoro,2,3.62,3.62,1,none,42.67,3
student_0004,test_02,test_02_q_05,Derivate,regole_base,2,5.4,3.66,0,algebra,38.29,2
student_0004,test_02,test_02_q_06,Fisica_Energia,lavoro,5,13.45,9.36,0,distrazione,57.95,2
student_0004,test_02,test_02_q_07,Funzioni,dominio,3,10.79,10.79,1,none,52.93,3
student_0004,test_02,test_02_q_08,Fisica_Energia,energia_cinetica,3,12.28,12.28,1,none,46.2,3
student_0004,test_02,test_02_q_09,Derivate,regole_base,1,8.18,8.18,1,none,41.83,3
student_0004,test_02,test_02_q_10,Algebra,frazioni,4,12.43,-12.43,0,segno,51.06,2
student_0004,test_02,test_02_q_11,Fisica_Dinamica,forze,1,10.06,10.06,1,none,25.84,4
student_0004,test_02,test_02_q_12,Fisica_Energia,lavoro,3,13.33,18.13,0,formula,36.21,2
student_0004,test_02,test_02_q_13,Fisica_Dinamica,newton,2,7.88,7.88,1,none,39.58,4
student_0004,test_02,test_02_q_14,Fisica_Dinamica,attrito,4,2.76,-1.45,0,distrazione,45.45,4
student_0004,test_02,test_02_q_15,Funzioni,grafico,1,5.01,5.01,1,none,39.53,3
student_0004,test_02,test_02_q_16,Funzioni,composizione,3,8.11,8.11,1,none,41.68,3
student_0004,test_02,test_02_q_17,Fisica_Dinamica,forze,5,8.22,8.22,1,none,59.19,4
student_0004,test_02,test_02_q_18,Funzioni,composizione,4,8.97,8.27,0,formula,53.78,3
student_0004,test_02,test_02_q_19,Derivate,regole_base,1,8.3,8.3,1,none,41.02,3
student_0004,test_02,test_02_q_20,Algebra,segni,4,12.17,-12.17,0,segno,58.92,2
student_0004,test_02,test_02_q_21,Funzioni,composizione,3,7.03,7.03,1,none,42.22,3
student_0004,test_02,test_02_q_22,Derivate,catena,1,7.35,7.35,1,none,40.07,3
student_0004,test_02,test_02_q_23,Fisica_Dinamica,attrito,3,10.11,10.11,1,none,43.61,4
student_0004,test_02,test_02_q_24,Algebra,scomposizione,1,4.88,4.88,1,none,46.49,2
student_0004,test_02,test_02_q_25,Fisica_Dinamica,forze,3,11.1,11.1,1,none,28.37,4
student_0004,test_03,test_03_q_01,Algebra,segni,1,11.78,11.78,1,none,36.43,2
student_0004,test_03,test_03_q_02,Funzioni,composizione,1,4.06,4.06,1,none,26.34,3
student_0004,test_03,test_03_q_03,Fisica_Dinamica,newton,2,8.05,8.05,1,none,34.11,4
student_0004,test_03,test_03_q_04,Fisica_Energia,energia_cinetica,2,13.18,13.18,1,none,39.99,3
student_0004,test_03,test_03_q_05,Funzioni,dominio,1,4.92,4.92,1,none,37.41,3
